#SolutionType
OPTIMAL
#Nets
0, MC_S02_AXI_READPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X1Y10, resp_in, S02_AXI, 6, BE, READ, 38, 100, 2, 2, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port0_out NOC_NPS5555_X9Y0 port2_in NOC_NPS5555_X9Y0 port3_out NOC_NPS5555_X9Y1 port1_in NOC_NPS5555_X9Y1 port0_out NOC_NPS_VNOC_X0Y1 port2_in NOC_NPS_VNOC_X0Y1 port0_out NOC_NPS_VNOC_X0Y3 port2_in NOC_NPS_VNOC_X0Y3 port0_out NOC_NPS_VNOC_X0Y5 port2_in NOC_NPS_VNOC_X0Y5 port0_out NOC_NPS_VNOC_X0Y7 port2_in NOC_NPS_VNOC_X0Y7 port0_out NOC_NPS_VNOC_X0Y9 port2_in NOC_NPS_VNOC_X0Y9 port0_out NOC_NPS_VNOC_X0Y11 port2_in NOC_NPS_VNOC_X0Y11 port0_out NOC_NPS_VNOC_X0Y13 port2_in NOC_NPS_VNOC_X0Y13 port0_out NOC_NPS5555_X10Y3 port1_in NOC_NPS5555_X10Y3 port0_out NOC_NPS5555_X7Y3 port2_in NOC_NPS5555_X7Y3 port0_out NOC_NPS5555_X4Y3 port2_in NOC_NPS5555_X4Y3 port0_out NOC_NPS5555_X1Y3 port2_in NOC_NPS5555_X1Y3 port1_out NOC_NMU128_X1Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S03_AXI_WRITE_RESPPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X3Y10, resp_in, S03_AXI, 7, BE, WRITE_RESP, 36, 100, 1, 1, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port0_out NOC_NPS5555_X9Y0 port2_in NOC_NPS5555_X9Y0 port3_out NOC_NPS5555_X9Y1 port1_in NOC_NPS5555_X9Y1 port0_out NOC_NPS_VNOC_X0Y1 port2_in NOC_NPS_VNOC_X0Y1 port0_out NOC_NPS_VNOC_X0Y3 port2_in NOC_NPS_VNOC_X0Y3 port0_out NOC_NPS_VNOC_X0Y5 port2_in NOC_NPS_VNOC_X0Y5 port0_out NOC_NPS_VNOC_X0Y7 port2_in NOC_NPS_VNOC_X0Y7 port0_out NOC_NPS_VNOC_X0Y9 port2_in NOC_NPS_VNOC_X0Y9 port0_out NOC_NPS_VNOC_X0Y11 port2_in NOC_NPS_VNOC_X0Y11 port0_out NOC_NPS_VNOC_X0Y13 port2_in NOC_NPS_VNOC_X0Y13 port0_out NOC_NPS5555_X10Y3 port1_in NOC_NPS5555_X10Y3 port0_out NOC_NPS5555_X7Y3 port2_in NOC_NPS5555_X7Y3 port0_out NOC_NPS5555_X4Y3 port2_in NOC_NPS5555_X4Y3 port1_out NOC_NMU128_X3Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S10_AXI_READPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X4Y10, resp_in, S10_AXI, 6, BE, READ, 36, 100, 2, 2, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port0_out NOC_NPS5555_X9Y0 port2_in NOC_NPS5555_X9Y0 port3_out NOC_NPS5555_X9Y1 port1_in NOC_NPS5555_X9Y1 port0_out NOC_NPS_VNOC_X0Y1 port2_in NOC_NPS_VNOC_X0Y1 port0_out NOC_NPS_VNOC_X0Y3 port2_in NOC_NPS_VNOC_X0Y3 port0_out NOC_NPS_VNOC_X0Y5 port2_in NOC_NPS_VNOC_X0Y5 port0_out NOC_NPS_VNOC_X0Y7 port2_in NOC_NPS_VNOC_X0Y7 port0_out NOC_NPS_VNOC_X0Y9 port2_in NOC_NPS_VNOC_X0Y9 port0_out NOC_NPS_VNOC_X0Y11 port2_in NOC_NPS_VNOC_X0Y11 port0_out NOC_NPS_VNOC_X0Y13 port2_in NOC_NPS_VNOC_X0Y13 port0_out NOC_NPS5555_X10Y3 port1_in NOC_NPS5555_X10Y3 port0_out NOC_NPS5555_X7Y3 port2_in NOC_NPS5555_X7Y3 port0_out NOC_NPS5555_X4Y3 port2_in NOC_NPS5555_X4Y3 port3_out NOC_NMU128_X4Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S10_AXI_MC_READ_REQPORT0, NOC_NMU128_X4Y10, req_out, S10_AXI, DDRMC_X1Y0, Port0_req, MC, 4, BE, READ_REQ, 36, 100, 1, 1, NOC_NMU128_X4Y10 req_out NOC_NPS5555_X4Y3 port3_in NOC_NPS5555_X4Y3 port2_out NOC_NPS5555_X7Y3 port0_in NOC_NPS5555_X7Y3 port2_out NOC_NPS5555_X10Y3 port0_in NOC_NPS5555_X10Y3 port1_out NOC_NPS_VNOC_X0Y13 port0_in NOC_NPS_VNOC_X0Y13 port2_out NOC_NPS_VNOC_X0Y11 port0_in NOC_NPS_VNOC_X0Y11 port2_out NOC_NPS_VNOC_X0Y9 port0_in NOC_NPS_VNOC_X0Y9 port2_out NOC_NPS_VNOC_X0Y7 port0_in NOC_NPS_VNOC_X0Y7 port2_out NOC_NPS_VNOC_X0Y5 port0_in NOC_NPS_VNOC_X0Y5 port2_out NOC_NPS_VNOC_X0Y3 port0_in NOC_NPS_VNOC_X0Y3 port2_out NOC_NPS_VNOC_X0Y1 port0_in NOC_NPS_VNOC_X0Y1 port2_out NOC_NPS5555_X9Y1 port0_in NOC_NPS5555_X9Y1 port1_out NOC_NPS5555_X9Y0 port3_in NOC_NPS5555_X9Y0 port2_out NOC_NPS5555_X12Y0 port0_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S10_AXI_MC_WRITEPORT0, NOC_NMU128_X4Y10, req_out, S10_AXI, DDRMC_X1Y0, Port0_req, MC, 5, BE, WRITE, 36, 100, 2, 2, NOC_NMU128_X4Y10 req_out NOC_NPS5555_X4Y3 port3_in NOC_NPS5555_X4Y3 port2_out NOC_NPS5555_X7Y3 port0_in NOC_NPS5555_X7Y3 port2_out NOC_NPS5555_X10Y3 port0_in NOC_NPS5555_X10Y3 port1_out NOC_NPS_VNOC_X0Y13 port0_in NOC_NPS_VNOC_X0Y13 port2_out NOC_NPS_VNOC_X0Y11 port0_in NOC_NPS_VNOC_X0Y11 port2_out NOC_NPS_VNOC_X0Y9 port0_in NOC_NPS_VNOC_X0Y9 port2_out NOC_NPS_VNOC_X0Y7 port0_in NOC_NPS_VNOC_X0Y7 port2_out NOC_NPS_VNOC_X0Y5 port0_in NOC_NPS_VNOC_X0Y5 port2_out NOC_NPS_VNOC_X0Y3 port0_in NOC_NPS_VNOC_X0Y3 port2_out NOC_NPS_VNOC_X0Y1 port0_in NOC_NPS_VNOC_X0Y1 port2_out NOC_NPS5555_X9Y1 port0_in NOC_NPS5555_X9Y1 port1_out NOC_NPS5555_X9Y0 port3_in NOC_NPS5555_X9Y0 port2_out NOC_NPS5555_X12Y0 port0_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S10_AXI_WRITE_RESPPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X4Y10, resp_in, S10_AXI, 7, BE, WRITE_RESP, 36, 100, 1, 1, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port0_out NOC_NPS5555_X9Y0 port2_in NOC_NPS5555_X9Y0 port3_out NOC_NPS5555_X9Y1 port1_in NOC_NPS5555_X9Y1 port0_out NOC_NPS_VNOC_X0Y1 port2_in NOC_NPS_VNOC_X0Y1 port0_out NOC_NPS_VNOC_X0Y3 port2_in NOC_NPS_VNOC_X0Y3 port0_out NOC_NPS_VNOC_X0Y5 port2_in NOC_NPS_VNOC_X0Y5 port0_out NOC_NPS_VNOC_X0Y7 port2_in NOC_NPS_VNOC_X0Y7 port0_out NOC_NPS_VNOC_X0Y9 port2_in NOC_NPS_VNOC_X0Y9 port0_out NOC_NPS_VNOC_X0Y11 port2_in NOC_NPS_VNOC_X0Y11 port0_out NOC_NPS_VNOC_X0Y13 port2_in NOC_NPS_VNOC_X0Y13 port0_out NOC_NPS5555_X10Y3 port1_in NOC_NPS5555_X10Y3 port0_out NOC_NPS5555_X7Y3 port2_in NOC_NPS5555_X7Y3 port0_out NOC_NPS5555_X4Y3 port2_in NOC_NPS5555_X4Y3 port3_out NOC_NMU128_X4Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S15_AXI_READPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X5Y10, resp_in, S15_AXI, 6, BE, READ, 34, 100, 2, 2, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port0_out NOC_NPS5555_X9Y0 port2_in NOC_NPS5555_X9Y0 port3_out NOC_NPS5555_X9Y1 port1_in NOC_NPS5555_X9Y1 port0_out NOC_NPS_VNOC_X0Y1 port2_in NOC_NPS_VNOC_X0Y1 port0_out NOC_NPS_VNOC_X0Y3 port2_in NOC_NPS_VNOC_X0Y3 port0_out NOC_NPS_VNOC_X0Y5 port2_in NOC_NPS_VNOC_X0Y5 port0_out NOC_NPS_VNOC_X0Y7 port2_in NOC_NPS_VNOC_X0Y7 port0_out NOC_NPS_VNOC_X0Y9 port2_in NOC_NPS_VNOC_X0Y9 port0_out NOC_NPS_VNOC_X0Y11 port2_in NOC_NPS_VNOC_X0Y11 port0_out NOC_NPS_VNOC_X0Y13 port2_in NOC_NPS_VNOC_X0Y13 port0_out NOC_NPS5555_X10Y3 port1_in NOC_NPS5555_X10Y3 port0_out NOC_NPS5555_X7Y3 port2_in NOC_NPS5555_X7Y3 port1_out NOC_NMU128_X5Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S15_AXI_MC_READ_REQPORT0, NOC_NMU128_X5Y10, req_out, S15_AXI, DDRMC_X1Y0, Port0_req, MC, 4, BE, READ_REQ, 34, 100, 1, 1, NOC_NMU128_X5Y10 req_out NOC_NPS5555_X7Y3 port1_in NOC_NPS5555_X7Y3 port2_out NOC_NPS5555_X10Y3 port0_in NOC_NPS5555_X10Y3 port1_out NOC_NPS_VNOC_X0Y13 port0_in NOC_NPS_VNOC_X0Y13 port2_out NOC_NPS_VNOC_X0Y11 port0_in NOC_NPS_VNOC_X0Y11 port2_out NOC_NPS_VNOC_X0Y9 port0_in NOC_NPS_VNOC_X0Y9 port2_out NOC_NPS_VNOC_X0Y7 port0_in NOC_NPS_VNOC_X0Y7 port2_out NOC_NPS_VNOC_X0Y5 port0_in NOC_NPS_VNOC_X0Y5 port2_out NOC_NPS_VNOC_X0Y3 port0_in NOC_NPS_VNOC_X0Y3 port2_out NOC_NPS_VNOC_X0Y1 port0_in NOC_NPS_VNOC_X0Y1 port2_out NOC_NPS5555_X9Y1 port0_in NOC_NPS5555_X9Y1 port1_out NOC_NPS5555_X9Y0 port3_in NOC_NPS5555_X9Y0 port2_out NOC_NPS5555_X12Y0 port0_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S15_AXI_MC_WRITEPORT0, NOC_NMU128_X5Y10, req_out, S15_AXI, DDRMC_X1Y0, Port0_req, MC, 5, BE, WRITE, 34, 100, 2, 2, NOC_NMU128_X5Y10 req_out NOC_NPS5555_X7Y3 port1_in NOC_NPS5555_X7Y3 port2_out NOC_NPS5555_X10Y3 port0_in NOC_NPS5555_X10Y3 port1_out NOC_NPS_VNOC_X0Y13 port0_in NOC_NPS_VNOC_X0Y13 port2_out NOC_NPS_VNOC_X0Y11 port0_in NOC_NPS_VNOC_X0Y11 port2_out NOC_NPS_VNOC_X0Y9 port0_in NOC_NPS_VNOC_X0Y9 port2_out NOC_NPS_VNOC_X0Y7 port0_in NOC_NPS_VNOC_X0Y7 port2_out NOC_NPS_VNOC_X0Y5 port0_in NOC_NPS_VNOC_X0Y5 port2_out NOC_NPS_VNOC_X0Y3 port0_in NOC_NPS_VNOC_X0Y3 port2_out NOC_NPS_VNOC_X0Y1 port0_in NOC_NPS_VNOC_X0Y1 port2_out NOC_NPS5555_X9Y1 port0_in NOC_NPS5555_X9Y1 port1_out NOC_NPS5555_X9Y0 port3_in NOC_NPS5555_X9Y0 port2_out NOC_NPS5555_X12Y0 port0_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S15_AXI_WRITE_RESPPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X5Y10, resp_in, S15_AXI, 7, BE, WRITE_RESP, 34, 100, 1, 1, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port0_out NOC_NPS5555_X9Y0 port2_in NOC_NPS5555_X9Y0 port3_out NOC_NPS5555_X9Y1 port1_in NOC_NPS5555_X9Y1 port0_out NOC_NPS_VNOC_X0Y1 port2_in NOC_NPS_VNOC_X0Y1 port0_out NOC_NPS_VNOC_X0Y3 port2_in NOC_NPS_VNOC_X0Y3 port0_out NOC_NPS_VNOC_X0Y5 port2_in NOC_NPS_VNOC_X0Y5 port0_out NOC_NPS_VNOC_X0Y7 port2_in NOC_NPS_VNOC_X0Y7 port0_out NOC_NPS_VNOC_X0Y9 port2_in NOC_NPS_VNOC_X0Y9 port0_out NOC_NPS_VNOC_X0Y11 port2_in NOC_NPS_VNOC_X0Y11 port0_out NOC_NPS_VNOC_X0Y13 port2_in NOC_NPS_VNOC_X0Y13 port0_out NOC_NPS5555_X10Y3 port1_in NOC_NPS5555_X10Y3 port0_out NOC_NPS5555_X7Y3 port2_in NOC_NPS5555_X7Y3 port1_out NOC_NMU128_X5Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S14_AXI_READPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X6Y10, resp_in, S14_AXI, 6, BE, READ, 34, 100, 2, 2, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port0_out NOC_NPS5555_X9Y0 port2_in NOC_NPS5555_X9Y0 port3_out NOC_NPS5555_X9Y1 port1_in NOC_NPS5555_X9Y1 port0_out NOC_NPS_VNOC_X0Y1 port2_in NOC_NPS_VNOC_X0Y1 port0_out NOC_NPS_VNOC_X0Y3 port2_in NOC_NPS_VNOC_X0Y3 port0_out NOC_NPS_VNOC_X0Y5 port2_in NOC_NPS_VNOC_X0Y5 port0_out NOC_NPS_VNOC_X0Y7 port2_in NOC_NPS_VNOC_X0Y7 port0_out NOC_NPS_VNOC_X0Y9 port2_in NOC_NPS_VNOC_X0Y9 port0_out NOC_NPS_VNOC_X0Y11 port2_in NOC_NPS_VNOC_X0Y11 port0_out NOC_NPS_VNOC_X0Y13 port2_in NOC_NPS_VNOC_X0Y13 port0_out NOC_NPS5555_X10Y3 port1_in NOC_NPS5555_X10Y3 port0_out NOC_NPS5555_X7Y3 port2_in NOC_NPS5555_X7Y3 port3_out NOC_NMU128_X6Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S14_AXI_MC_READ_REQPORT0, NOC_NMU128_X6Y10, req_out, S14_AXI, DDRMC_X1Y0, Port0_req, MC, 4, BE, READ_REQ, 34, 100, 1, 1, NOC_NMU128_X6Y10 req_out NOC_NPS5555_X7Y3 port3_in NOC_NPS5555_X7Y3 port2_out NOC_NPS5555_X10Y3 port0_in NOC_NPS5555_X10Y3 port1_out NOC_NPS_VNOC_X0Y13 port0_in NOC_NPS_VNOC_X0Y13 port2_out NOC_NPS_VNOC_X0Y11 port0_in NOC_NPS_VNOC_X0Y11 port2_out NOC_NPS_VNOC_X0Y9 port0_in NOC_NPS_VNOC_X0Y9 port2_out NOC_NPS_VNOC_X0Y7 port0_in NOC_NPS_VNOC_X0Y7 port2_out NOC_NPS_VNOC_X0Y5 port0_in NOC_NPS_VNOC_X0Y5 port2_out NOC_NPS_VNOC_X0Y3 port0_in NOC_NPS_VNOC_X0Y3 port2_out NOC_NPS_VNOC_X0Y1 port0_in NOC_NPS_VNOC_X0Y1 port2_out NOC_NPS5555_X9Y1 port0_in NOC_NPS5555_X9Y1 port1_out NOC_NPS5555_X9Y0 port3_in NOC_NPS5555_X9Y0 port2_out NOC_NPS5555_X12Y0 port0_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S14_AXI_MC_WRITEPORT0, NOC_NMU128_X6Y10, req_out, S14_AXI, DDRMC_X1Y0, Port0_req, MC, 5, BE, WRITE, 34, 100, 2, 2, NOC_NMU128_X6Y10 req_out NOC_NPS5555_X7Y3 port3_in NOC_NPS5555_X7Y3 port2_out NOC_NPS5555_X10Y3 port0_in NOC_NPS5555_X10Y3 port1_out NOC_NPS_VNOC_X0Y13 port0_in NOC_NPS_VNOC_X0Y13 port2_out NOC_NPS_VNOC_X0Y11 port0_in NOC_NPS_VNOC_X0Y11 port2_out NOC_NPS_VNOC_X0Y9 port0_in NOC_NPS_VNOC_X0Y9 port2_out NOC_NPS_VNOC_X0Y7 port0_in NOC_NPS_VNOC_X0Y7 port2_out NOC_NPS_VNOC_X0Y5 port0_in NOC_NPS_VNOC_X0Y5 port2_out NOC_NPS_VNOC_X0Y3 port0_in NOC_NPS_VNOC_X0Y3 port2_out NOC_NPS_VNOC_X0Y1 port0_in NOC_NPS_VNOC_X0Y1 port2_out NOC_NPS5555_X9Y1 port0_in NOC_NPS5555_X9Y1 port1_out NOC_NPS5555_X9Y0 port3_in NOC_NPS5555_X9Y0 port2_out NOC_NPS5555_X12Y0 port0_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S14_AXI_WRITE_RESPPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X6Y10, resp_in, S14_AXI, 7, BE, WRITE_RESP, 34, 100, 1, 1, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port0_out NOC_NPS5555_X9Y0 port2_in NOC_NPS5555_X9Y0 port3_out NOC_NPS5555_X9Y1 port1_in NOC_NPS5555_X9Y1 port0_out NOC_NPS_VNOC_X0Y1 port2_in NOC_NPS_VNOC_X0Y1 port0_out NOC_NPS_VNOC_X0Y3 port2_in NOC_NPS_VNOC_X0Y3 port0_out NOC_NPS_VNOC_X0Y5 port2_in NOC_NPS_VNOC_X0Y5 port0_out NOC_NPS_VNOC_X0Y7 port2_in NOC_NPS_VNOC_X0Y7 port0_out NOC_NPS_VNOC_X0Y9 port2_in NOC_NPS_VNOC_X0Y9 port0_out NOC_NPS_VNOC_X0Y11 port2_in NOC_NPS_VNOC_X0Y11 port0_out NOC_NPS_VNOC_X0Y13 port2_in NOC_NPS_VNOC_X0Y13 port0_out NOC_NPS5555_X10Y3 port1_in NOC_NPS5555_X10Y3 port0_out NOC_NPS5555_X7Y3 port2_in NOC_NPS5555_X7Y3 port3_out NOC_NMU128_X6Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S08_AXI_READPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X7Y10, resp_in, S08_AXI, 6, BE, READ, 34, 100, 2, 2, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port2_out NOC_NPS5555_X15Y0 port0_in NOC_NPS5555_X15Y0 port3_out NOC_NPS5555_X15Y1 port1_in NOC_NPS5555_X15Y1 port0_out NOC_NPS_VNOC_X1Y1 port2_in NOC_NPS_VNOC_X1Y1 port0_out NOC_NPS_VNOC_X1Y3 port2_in NOC_NPS_VNOC_X1Y3 port0_out NOC_NPS_VNOC_X1Y5 port2_in NOC_NPS_VNOC_X1Y5 port0_out NOC_NPS_VNOC_X1Y7 port2_in NOC_NPS_VNOC_X1Y7 port0_out NOC_NPS_VNOC_X1Y9 port2_in NOC_NPS_VNOC_X1Y9 port0_out NOC_NPS_VNOC_X1Y11 port2_in NOC_NPS_VNOC_X1Y11 port0_out NOC_NPS_VNOC_X1Y13 port2_in NOC_NPS_VNOC_X1Y13 port0_out NOC_NPS5555_X16Y3 port1_in NOC_NPS5555_X16Y3 port0_out NOC_NPS5555_X13Y3 port2_in NOC_NPS5555_X13Y3 port1_out NOC_NMU128_X7Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S08_AXI_MC_READ_REQPORT0, NOC_NMU128_X7Y10, req_out, S08_AXI, DDRMC_X1Y0, Port0_req, MC, 4, BE, READ_REQ, 34, 100, 1, 1, NOC_NMU128_X7Y10 req_out NOC_NPS5555_X13Y3 port1_in NOC_NPS5555_X13Y3 port2_out NOC_NPS5555_X16Y3 port0_in NOC_NPS5555_X16Y3 port1_out NOC_NPS_VNOC_X1Y13 port0_in NOC_NPS_VNOC_X1Y13 port2_out NOC_NPS_VNOC_X1Y11 port0_in NOC_NPS_VNOC_X1Y11 port2_out NOC_NPS_VNOC_X1Y9 port0_in NOC_NPS_VNOC_X1Y9 port2_out NOC_NPS_VNOC_X1Y7 port0_in NOC_NPS_VNOC_X1Y7 port2_out NOC_NPS_VNOC_X1Y5 port0_in NOC_NPS_VNOC_X1Y5 port2_out NOC_NPS_VNOC_X1Y3 port0_in NOC_NPS_VNOC_X1Y3 port2_out NOC_NPS_VNOC_X1Y1 port0_in NOC_NPS_VNOC_X1Y1 port2_out NOC_NPS5555_X15Y1 port0_in NOC_NPS5555_X15Y1 port1_out NOC_NPS5555_X15Y0 port3_in NOC_NPS5555_X15Y0 port0_out NOC_NPS5555_X12Y0 port2_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, S08_AXI_MC_WRITEPORT0, NOC_NMU128_X7Y10, req_out, S08_AXI, DDRMC_X1Y0, Port0_req, MC, 5, BE, WRITE, 34, 100, 2, 2, NOC_NMU128_X7Y10 req_out NOC_NPS5555_X13Y3 port1_in NOC_NPS5555_X13Y3 port2_out NOC_NPS5555_X16Y3 port0_in NOC_NPS5555_X16Y3 port1_out NOC_NPS_VNOC_X1Y13 port0_in NOC_NPS_VNOC_X1Y13 port2_out NOC_NPS_VNOC_X1Y11 port0_in NOC_NPS_VNOC_X1Y11 port2_out NOC_NPS_VNOC_X1Y9 port0_in NOC_NPS_VNOC_X1Y9 port2_out NOC_NPS_VNOC_X1Y7 port0_in NOC_NPS_VNOC_X1Y7 port2_out NOC_NPS_VNOC_X1Y5 port0_in NOC_NPS_VNOC_X1Y5 port2_out NOC_NPS_VNOC_X1Y3 port0_in NOC_NPS_VNOC_X1Y3 port2_out NOC_NPS_VNOC_X1Y1 port0_in NOC_NPS_VNOC_X1Y1 port2_out NOC_NPS5555_X15Y1 port0_in NOC_NPS5555_X15Y1 port1_out NOC_NPS5555_X15Y0 port3_in NOC_NPS5555_X15Y0 port0_out NOC_NPS5555_X12Y0 port2_in NOC_NPS5555_X12Y0 port1_out DDRMC_X1Y0 Port0_req, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S08_AXI_WRITE_RESPPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X7Y10, resp_in, S08_AXI, 7, BE, WRITE_RESP, 34, 100, 1, 1, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port2_out NOC_NPS5555_X15Y0 port0_in NOC_NPS5555_X15Y0 port3_out NOC_NPS5555_X15Y1 port1_in NOC_NPS5555_X15Y1 port0_out NOC_NPS_VNOC_X1Y1 port2_in NOC_NPS_VNOC_X1Y1 port0_out NOC_NPS_VNOC_X1Y3 port2_in NOC_NPS_VNOC_X1Y3 port0_out NOC_NPS_VNOC_X1Y5 port2_in NOC_NPS_VNOC_X1Y5 port0_out NOC_NPS_VNOC_X1Y7 port2_in NOC_NPS_VNOC_X1Y7 port0_out NOC_NPS_VNOC_X1Y9 port2_in NOC_NPS_VNOC_X1Y9 port0_out NOC_NPS_VNOC_X1Y11 port2_in NOC_NPS_VNOC_X1Y11 port0_out NOC_NPS_VNOC_X1Y13 port2_in NOC_NPS_VNOC_X1Y13 port0_out NOC_NPS5555_X16Y3 port1_in NOC_NPS5555_X16Y3 port0_out NOC_NPS5555_X13Y3 port2_in NOC_NPS5555_X13Y3 port1_out NOC_NMU128_X7Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
0, MC_S06_AXI_READPORT0, DDRMC_X1Y0, Port0_resp, MC, NOC_NMU128_X8Y10, resp_in, S06_AXI, 6, BE, READ, 34, 100, 2, 2, DDRMC_X1Y0 Port0_resp NOC_NPS5555_X12Y0 port1_in NOC_NPS5555_X12Y0 port2_out NOC_NPS5555_X15Y0 port0_in NOC_NPS5555_X15Y0 port3_out NOC_NPS5555_X15Y1 port1_in NOC_NPS5555_X15Y1 port0_out NOC_NPS_VNOC_X1Y1 port2_in NOC_NPS_VNOC_X1Y1 port0_out NOC_NPS_VNOC_X1Y3 port2_in NOC_NPS_VNOC_X1Y3 port0_out NOC_NPS_VNOC_X1Y5 port2_in NOC_NPS_VNOC_X1Y5 port0_out NOC_NPS_VNOC_X1Y7 port2_in NOC_NPS_VNOC_X1Y7 port0_out NOC_NPS_VNOC_X1Y9 port2_in NOC_NPS_VNOC_X1Y9 port0_out NOC_NPS_VNOC_X1Y11 port2_in NOC_NPS_VNOC_X1Y11 port0_out NOC_NPS_VNOC_X1Y13 port2_in NOC_NPS_VNOC_X1Y13 port0_out NOC_NPS5555_X16Y3 port1_in NOC_NPS5555_X16Y3 port0_out NOC_NPS5555_X13Y3 port2_in NOC_NPS5555_X13Y3 port3_out NOC_NMU128_X8Y10 resp_in, IS_NET_LOCKED 0 , IS_SRC_LOCKED 0 , IS_TGT_LOCKED 0
